ingestion_id,source_file,ingested_at,ntsb_no,event_type,mkey,event_id,report_no,report_status,report_type,most_recent_report_type,rep_gen_flag,event_date,city,state,country,latitude,longitude,airport_id,airport_name,n_number,serial_number,make,model,aircraft_category,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,onboard_injury_count,onground_injury_count,weather_condition,probable_cause,findings,original_published_date,docket_original_published_date,has_safety_rec,mode,docket_url,report_url
571,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA140,ACC,200050,,,Completed,DirectorBrief,Final,,2025-04-19T10:55:00Z,Placerville,California,United States,38.725591999999999,,PVF,PLACERVILLE,N6682S,15067482,CESSNA,150,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control while landing with a crosswind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200050,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200050/pdf
572,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,GAA25WA150,ACC,200091,,,N/A,,Prelim,,2025-04-19T08:30:00Z,SÃO JOSÉ DO RIO CLARO,Other Foreign,Brazil,-13.434167,,,,PR-PRM,T34-420DC,AYRES,S2R,AIR,false,1,TP,NUSC,,AAPL,AEROAGRÍCOLA BELA VISTA LTDA - ME,Destroyed,Fatal,1,0,0,1,,,,,,,false,Aviation,,None
573,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,CEN25FA157,ACC,200035,,,In work,,Prelim,,2025-04-18T21:11:00Z,Fremont,Nebraska,United States,41.415930000000003,,,,N2908C,30808,CESSNA,180,AIR,false,1,,091,,PERS,,Substantial,Fatal,3,0,0,3,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200035/pdf
574,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA183,ACC,200052,,,Completed,DirectorBrief,Final,,2025-04-18T17:52:00Z,Taylorsville,North Carolina,United States,35.833530000000003,,PVT,Crossroads Grill Airstrip,N497AR,LCF2,FRANK LOWELL C,PIETENPOL,AIR,true,1,REC,091,,PERS,,Substantial,Serious,0,1,1,2,0,VMC,"The pilot’s failure to maintain control of the airplane during an attempted go around in gusty tailwind conditions, which resulted in an aerodynamic stall and impact with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200052,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200052/pdf
575,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA221,ACC,200274,,,Completed,DirectorBrief,Final,,2025-04-18T15:15:00Z,Oxford,Maine,United States,44.158543000000002,,81B,Oxford County Regional Airport,N2607V,18117,CESSNA,170,AIR,false,1,REC,091,,INST,,Substantial,None,0,0,0,0,0,VMC,The flight instructor’s failure to maintain directional control during the landing roll in gusty crosswind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation",2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200274,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200274/pdf
577,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA141,ACC,200051,,,Completed,DirectorBrief,Final,,2025-04-18T13:00:00Z,Placerville,California,United States,38.799660000000003,,01CL,SWANSBORO COUNTRY,N1286B,5913,LUSCOMBE,8,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control during the landing roll.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200051,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200051/pdf
578,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,CEN25LA160,ACC,200039,,,In work,,Prelim,,2025-04-18T11:47:00Z,Danevang,Texas,United States,29.03913,,NA,,N5416,1030,GRUMMAN,G164,AIR,false,1,,137,,AAPL,NELSON FLYERS INC,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200039/pdf
579,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA178,ACC,200034,,,Completed,DirectorBrief,Final,,2025-04-18T11:35:00Z,Bethlehem,Pennsylvania,United States,40.655833000000001,,ABE,Lehigh Valley International Airport,N937A,22-241,PIPER,PA-22,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The student pilot’s failure to maintain control of the airplane while landing in gusting crosswind conditions.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",2026-02-13T05:00:00Z,2026-02-12T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200034,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200034/pdf
580,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA177,ACC,200033,,,In work,,Prelim,,2025-04-17T16:40:00Z,Greenville,South Carolina,United States,34.856943999999999,,GMU,Greenville Downtown Airport,N8060R,MC-52,BEECH,A24,AIR,false,1,,091,,PERS,L526 Aviation,Substantial,Minor,0,0,1,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200033/pdf
581,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,DCA25LA185,ACC,200028,,,Completed,DirectorBrief,Final,,2025-04-17T12:42:00Z,Houston,Texas,United States,29.639213000000002,,KHOU,William P. Hobby Airport,N7724A,36725,BOEING,737,AIR,false,2,TF,121,SCHD,,SOUTHWEST AIRLINES CO,None,Serious,0,1,0,1,,VMC,Serious Injury to a flight attendant sustained during an evacuation.,"Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Environmental issues - Task environment - Physical workspace - Air quality/dust/smoke - Contributed to outcome, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew",2025-10-23T04:00:00Z,2025-10-23T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200028,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200028/pdf
582,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,GAA25WA157,ACC,200155,,,N/A,,Prelim,,2025-04-16T13:20:00Z,Oriximina,Other Foreign,Brazil,,,,,PT-IVN,18262062,CESSNA,182,AIR,false,1,,NUSN,,,,Destroyed,Fatal,1,0,0,1,0,,,,,,false,Aviation,,None
583,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,GAA25WA148,ACC,200082,,,N/A,,Final,,2025-04-16T04:00:00Z,Gliwice,Other Foreign,Poland,,,,,SP-PIA,F15001401,CESSNA,F150,AIR,false,,,NUSN,,,,Substantial,,,,,,,,,,2025-10-01T04:00:00Z,,false,Aviation,,None
584,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,DCA25LA184,INC,200025,,,In work,,Prelim,,2025-04-15T22:40:00Z,San Juan,Puerto Rico,United States,18.439399999999999,,SJU,Luis Munoz Marin International Airport,N607FR,11195,AIRBUS,A321-271NX,AIR,false,2,,121,SCHD,,Frontier Airlines,Unknown,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200025/pdf
585,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA142,ACC,200053,,,Completed,DirectorBrief,Final,,2025-04-15T15:35:00Z,West Jordan,Utah,United States,40.617874999999998,,SVR,South Valley Regional Airport,N15984,28-7325218,PIPER,PA28,AIR,false,1,REC,091,,INST,Nightline Air,Substantial,None,0,0,0,0,,VMC,The pilot's failure to maintain directional control during takeoff. Contributing to the accident was the pilot inadvertently using a runway that resulted in a tailwind condition and the flight instructors delayed remedial action.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200053,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200053/pdf
586,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA305,ACC,200823,,,In work,,Prelim,,2025-04-15T08:58:00Z,Mount Airy,Maryland,United States,39.340899999999998,,MRB,,N229CK,229,DASSAULT/SUD,FAN JET FALCON SER D,AIR,false,2,,091,,POSI,KALITTA CHARTERS LLC,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200823/pdf
587,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA134,ACC,200020,,,In work,,Prelim,,2025-04-14T19:00:00Z,Amboy,Washington,United States,45.939880000000002,,,,N16671,2087,BELL,206B,HELI,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200020/pdf
588,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,DCA25WA191,ACC,200059,,,N/A,,Prelim,,2025-04-14T16:35:00Z,El-Oued,,Algeria,,,,,7T-VKK,,BOEING,737,AIR,false,,,NUSC,,,Air Algerie,None,Serious,0,1,2,3,,,,,,,false,Aviation,,None
589,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA130,ACC,200015,,,In work,,Prelim,,2025-04-14T11:03:00Z,Elko,Nevada,United States,40.825322,,EKO,ELKO RGNL,N9088G,2005,Hy-Tek,Hurricane HP,AIR,true,1,,091,,PERS,,Substantial,Serious,0,1,0,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200015/pdf
590,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA182,ACC,200046,,,Completed,DirectorBrief,Final,,2025-04-13T19:40:00Z,Elmore,Alabama,United States,32.518560000000001,,NA,,N744RA,AA2A0122,ROBB AVIATION LLC,AVENTURA II,AIR,true,1,REC,091,,PERS,,Substantial,Minor,0,0,1,1,,VMC,The pilot’s failure to configure the airplane for a water landing.,"Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",2025-11-06T05:00:00Z,2025-11-06T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200046,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200046/pdf
738,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA182,INC,200021,,,N/A,,,,2025-04-05T21:00:00Z,Cairo,,Egypt,,,,,SU-GEK,,BOEING,737,,false,,,129,,,EgyptAir,,,,,,,,,,,,,false,Aviation,,None
591,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA131,ACC,200016,,,Completed,DirectorBrief,Final,,2025-04-13T14:42:00Z,Green Valley,Arizona,United States,31.903151000000001,,,,N3797W,32-725,PIPER,PA-32-260,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,"The pilot's improper fuel management, which resulted in a total loss of engine power due to fuel starvation.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",2025-12-10T05:00:00Z,2025-12-10T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200016,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200016/pdf
592,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA180,ACC,200042,,,Completed,DirectorBrief,Final,,2025-04-13T14:00:00Z,Punta Gorda,Florida,United States,26.917408000000002,,PGD,PUNTA GORDA,N815B,6745,LUSCOMBE,8F,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain direction control of the airplane during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200042,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200042/pdf
593,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25LA176,ACC,200009,,,Completed,DirectorBrief,Final,,2025-04-13T13:00:00Z,Kingston,Ohio,United States,39.485619999999997,,,,N6653F,15063253,CESSNA,150,AIR,false,1,REC,091,,PERS,,Substantial,Serious,0,2,0,2,0,VMC,The pilot’s exceedance of the airplanes’ critical angle of attack resulting in a stall at an altitude too low to recover.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200009,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200009/pdf
594,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA133,ACC,200018,,,In work,,Prelim,,2025-04-13T09:50:00Z,Erie,Nevada,United States,35.866630000000001,,,,N182VE,18258911,CESSNA,182L,AIR,false,1,,091,,PERS,,None,Minor,0,0,1,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200018/pdf
595,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,GAA25WA138,ACC,200023,,,N/A,,Final,,2025-04-13T08:50:00Z,Salzgitter,,Germany,,,,,D-ICEL,,PIPER,PA60,AIR,false,,,NUSN,,,,Destroyed,Fatal,2,0,0,2,,,,,2025-09-23T04:00:00Z,,false,Aviation,,None
596,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,GAA25WA146,INC,200070,,,N/A,,,,2025-04-13T04:00:00Z,Chubu,,Japan,,,,,JA01HJ,,HONDA,HA420,,false,,,,,,,,None,0,0,0,0,,,,,,,false,Aviation,,None
597,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25MA128,ACC,200005,,,In work,,Prelim,,2025-04-12T13:03:00Z,Copake,New York,United States,42.178249999999998,,1B1,Columbia County Airport,N635TA,458 S.A.,MITSUBISHI,MU-2B-40,AIR,false,2,,091,,PERS,,Destroyed,Fatal,6,0,0,6,,IMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200005/pdf
598,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ANC25LA034,ACC,200007,,,Completed,DirectorBrief,Final,,2025-04-12T13:00:00Z,Girdwood,Alaska,United States,60.968260000000001,,AQY,Girdwood,N916GG,52236,CESSNA,182B,AIR,false,1,REC,091,,PERS,,Substantial,Minor,0,0,2,2,,VMC,"The pilot's decision to land on an unsuitable landing surface, which resulted in a nose-over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200007,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200007/pdf
599,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,CEN25LA156,ACC,200014,,,In work,,Prelim,,2025-04-12T11:10:00Z,Edinburg,Texas,United States,26.440000000000001,,EBG,South Texas International at Edinburg,N5807T,24-1543,MOONEY,M20J,AIR,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200014/pdf
600,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25FA127,ACC,200002,,,In work,,Prelim,,2025-04-11T20:06:00Z,Justin,Texas,United States,33.071592000000003,,16X,Propwash Airport,N121DF,SW-011,Azalea Aviation LLC,Saberwing,AIR,true,1,,091,,PERS,,Destroyed,Fatal,1,0,0,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200002/pdf
601,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,CEN25LA155,ACC,200013,,,Completed,DirectorBrief,Final,,2025-04-11T18:20:00Z,Brady,Texas,United States,31.131834999999999,,,,UNREG,UKN,QUICKSILVER,MX II,AIR,true,1,REC,091,,PERS,,Substantial,Serious,0,1,0,1,,VMC,"The airplane’s encounter with a dust devil, which resulted in a loss of airplane control at a low altitude.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Ability to respond/compensate, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Contributed to outcome",2025-08-21T04:00:00Z,2025-08-21T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200013,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200013/pdf
602,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,DCA25WA205,INC,200151,,,N/A,,,,2025-04-11T16:45:00Z,Uberlândia,,Brazil,,,,,PR-GUI,,BOEING,737-800,,false,,,NUSC,,,GOL Transportes Aereos,,,,,,,,,,,,,false,Aviation,,None
603,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,GAA25WA143,ACC,200047,,,N/A,,,,2025-04-11T16:11:00Z,Fes,,Morocco,,,,,CN-TKC,,HAWKER,800XPi,,false,,,,,,,,Minor,0,0,3,3,,,,,,,false,Aviation,,
604,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25FA126,ACC,200001,,,In work,,Prelim,,2025-04-11T15:02:00Z,Reliance,Tennessee,United States,35.263382999999997,,,,N7026V,22-1373,MOONEY,M20F,AIR,false,1,,091,,PERS,CLEAR AYR LLC,Substantial,Fatal,3,0,0,3,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200001/pdf
605,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,ERA25FA173,ACC,199995,,,In work,,Prelim,,2025-04-11T11:23:00Z,Boca Raton,Florida,United States,26.368119,,BCT,BOCA RATON,N8930N,310R0986,CESSNA,310R,AIR,false,2,,091,,PERS,,Destroyed,Fatal,3,0,1,3,1,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199995/pdf
757,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA145,ACC,202719,,,In work,,,,2026-03-27T16:30:00Z,Sedona,Arizona,United States,,,,,N799TF,,CESSNA,421B,,false,,,,,,,,None,0,0,0,0,,,,,,,false,Aviation,,
606,cases2026-04-01_20-43 copy.csv,2026-04-03 04:05:44.370295+00:00,WPR25LA125,ACC,199996,,,Completed,DirectorBrief,Final,,2025-04-10T20:45:00Z,Idaho Falls,Idaho,United States,43.514476000000002,,IDA,IDAHO FALLS RGNL,N190CG,7634,CESSNA,190,AIR,false,1,REC,091,NSCH,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control during the landing roll in crosswind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2025-09-26T04:00:00Z,2025-09-26T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199996,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199996/pdf
